t_recv_ns,t_s,t_stamp_ns,frame_id,hardware_connected,analog_states_0,analog_states_1,analog_states_2,analog_states_3,analog_states_4,analog_states_5,digital_states_0,digital_states_1,digital_states_2,digital_states_3,digital_states_4,digital_states_5,digital_states_6,digital_states_7,digital_states_8,digital_states_9,digital_states_10,digital_states_11
21450640166048,2.2399026,1786372908156527189,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450660009536,2.2597461,1786372908176524244,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450680138336,2.2798749,1786372908196507555,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450700152864,2.2998894,1786372908216512082,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450720130592,2.3198672,1786372908236505055,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450740114624,2.3398512,1786372908256511652,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450760144928,2.3598815,1786372908276532167,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450780138752,2.3798753,1786372908296528537,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450800151808,2.3998884,1786372908316524045,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450820089056,2.4198256,1786372908336506767,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450840142368,2.4398789,1786372908356511503,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450859996096,2.4597327,1786372908376505686,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450880147840,2.4798844,1786372908396511453,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450900143424,2.49988,1786372908416532666,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450920140448,2.519877,1786372908436527523,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450940128544,2.5398651,1786372908456524395,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450960147456,2.559884,1786372908476507429,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450980099488,2.5798361,1786372908496513192,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
