t_recv_ns,t_s,t_stamp_ns,current_motion_task
21144874221984,77.596424,0,joint_bridge
21145074180672,77.796383,0,joint_bridge
21145274173600,77.996376,0,joint_bridge
21145474208960,78.196411,0,joint_bridge
21145674153344,78.396356,0,joint_bridge
21145874140288,78.596343,0,joint_bridge
21146074131808,78.796334,0,joint_bridge
21146274132192,78.996335,0,joint_bridge
21146474114080,79.196317,0,joint_bridge
21146674110656,79.396313,0,joint_bridge
21146874134752,79.596337,0,joint_bridge
21147074104896,79.796307,0,joint_bridge
21147274160224,79.996363,0,joint_bridge
21147474075104,80.196278,0,joint_bridge
21147674081472,80.396284,0,joint_bridge
21147874027968,80.59623,0,joint_bridge
21148074037728,80.79624,0,joint_bridge
21148274074048,80.996277,0,joint_bridge
21148474002720,81.196205,0,joint_bridge
21148674025472,81.396228,0,joint_bridge
21148873994784,81.596197,0,joint_bridge
21149074029792,81.796232,0,joint_bridge
21149273970560,81.996173,0,joint_bridge
21149473962528,82.196165,0,joint_bridge
21149673965760,82.396168,0,joint_bridge
21149873964224,82.596167,0,joint_bridge
21150073966368,82.796169,0,joint_bridge
21150274019360,82.996222,0,joint_bridge
21150473951840,83.196154,0,joint_bridge
21150673929664,83.396132,0,joint_bridge
21150873919168,83.596122,0,joint_bridge
21151073942400,83.796145,0,joint_bridge
